Timestamp,QtWeb_Process_Name_1,QtWeb_PID_1,QtWeb_CPU_Usage_1,QtWeb_Process_Name_2,QtWeb_PID_2,QtWeb_CPU_Usage_2,QtWeb_Process_Name_3,QtWeb_PID_3,QtWeb_CPU_Usage_3,quicknanobrowser_Process_Name_1,quicknanobrowser_PID_1,quicknanobrowser_CPU_Usage_1,quicknanobrowser_Process_Name_2,quicknanobrowser_PID_2,quicknanobrowser_CPU_Usage_2,quicknanobrowser_Process_Name_3,quicknanobrowser_PID_3,quicknanobrowser_CPU_Usage_3,quicknanobrowser_Process_Name_4,quicknanobrowser_PID_4,quicknanobrowser_CPU_Usage_4,quicknanobrowser_Process_Name_5,quicknanobrowser_PID_5,quicknanobrowser_CPU_Usage_5,quicknanobrowser_Process_Name_6,quicknanobrowser_PID_6,quicknanobrowser_CPU_Usage_6,quicknanobrowser_Process_Name_7,quicknanobrowser_PID_7,quicknanobrowser_CPU_Usage_7,quicknanobrowser_Process_Name_8,quicknanobrowser_PID_8,quicknanobrowser_CPU_Usage_8,quicknanobrowser_Process_Name_9,quicknanobrowser_PID_9,quicknanobrowser_CPU_Usage_9,quicknanobrowser_Process_Name_10,quicknanobrowser_PID_10,quicknanobrowser_CPU_Usage_10
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,21.3,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.4,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,17.7,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.4,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,21.8,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.7,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,18.1,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.4,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,23.5,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,18.5,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.6,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,40,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,4.3,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,17,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,4.8,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,18.6,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.6,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,18.7,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.4,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,22.4,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.9,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,19.1,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,6.1,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,19.5,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.8,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,19.7,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,16.1,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.2,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,18.1,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.1,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:18,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,19.3,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.9,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,19.3,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,6,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,19.1,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,6.3,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,19.6,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.7,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,17.2,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.6,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,19.8,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,4.6,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,17.7,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,4.8,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,19.5,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,4.7,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,20.3,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.8,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,18.8,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,6,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,20.9,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.3,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,21,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.7,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,20.1,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,21,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.2,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,18.4,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.9,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,21.7,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.2,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,17.8,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,4.4,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 16:19,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97775,0,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97932,24.1,/Users/hanfang/Development/6.8.0_codec/clang_64/lib/QtWebEngineCore.framework/Helpers/QtWebEngineProcess.app/Contents/MacOS/QtWebEngineProcess,97940,5.3,/Users/hanfang/Qt/Examples/Qt-6.8.0/webenginequick/quicknanobrowser/build/Custom_6_8_0-Release/quicknanobrowser.app/Contents/MacOS/quicknanobrowser,97774,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
